sigma10,R10,bg10,sigma15,R15,bg15
2843.042,18.40544173,17.9690611124291,2843.042,19.12205142,18.7327610148423
2843.524,18.41889643,17.9691865613011,2843.524,19.1113575,18.7330598502291
2844.006,18.39986474,17.9693121545644,2844.006,19.1357446,18.7333587473076
2844.489,18.40087044,17.9694381545536,2844.489,19.12167485,18.7336583273479
2844.97,18.40295197,17.9695637795147,2844.97,19.13206867,18.7339567303621
2845.453,18.40079641,17.9696900754582,2845.453,19.14705095,18.7342564388283
2845.935,18.40952278,17.9698162597069,2845.935,19.13301411,18.7345555923573
2846.417,18.42625052,17.9699425948934,2846.417,19.15002143,18.7348548123471
2846.899,18.42624936,17.97006908232,2846.899,19.13293265,18.7351540997474
2847.381,18.41180624,17.9701957232869,2847.381,19.13377163,18.7354534555066
2847.863,18.41308686,17.9703225190924,2847.863,19.13843871,18.7357528805718
2848.345,18.43611107,17.9704494710324,2848.345,19.14037657,18.7360523758888
2848.827,18.42767509,17.9705765804007,2848.827,19.14113337,18.7363519424022
2849.31,18.41680755,17.9707041126967,2849.31,19.1317468,18.7366522027879
2849.792,18.41630105,17.970831541128,2849.792,19.14570171,18.7369519146752
2850.274,18.39544708,17.970959130859,2850.274,19.14558224,18.7372517005867
2850.756,18.42662998,17.9710868831748,2850.756,19.14836713,18.7375515614617
2851.238,18.41307483,17.9712147993584,2851.238,19.14113305,18.7378514982384
2851.72,18.39625206,17.9713428806907,2851.72,19.14873107,18.7381515118533
2852.202,18.40071548,17.9714711284502,2852.202,19.16648094,18.7384516032421
2852.684,18.41760163,17.9715995439134,2852.684,19.17277235,18.7387517733386
2853.167,18.38237268,17.9717283953038,2853.167,19.15889414,18.7390526460839
2853.649,18.39839511,17.9718571503493,2853.649,19.17810192,18.739352976561
2854.131,18.37475183,17.9719860769171,2854.131,19.16417263,18.7396533885421
2854.613,18.39796291,17.9721151762748,2854.613,19.16862752,18.7399538829559
2855.095,18.39977424,17.9722444496876,2855.095,19.16603775,18.7402544607298
2855.577,18.37454672,17.9723738984187,2855.577,19.1752486,18.7405551227896
2856.059,18.39388967,17.9725035237287,2856.059,19.17205709,18.7408558700602
2856.541,18.36386422,17.9726333268764,2856.541,19.16468243,18.7411567034647
2857.023,18.37581672,17.9727633091179,2857.023,19.17147069,18.7414576239252
2857.506,18.37156043,17.9728937419426,2857.506,19.16323194,18.7417592569529
2857.988,18.36667383,17.9730240865098,2857.988,19.17722257,18.7420603544707
2858.47,18.35493076,17.9731546139288,2858.47,19.18001484,18.7423615418037
2858.952,18.35612471,17.9732853254467,2858.952,19.16967846,18.7426628198683
2859.434,18.370103,17.9734162223084,2859.434,19.15822918,18.7429641895795
2859.916,18.37174628,17.9735473057565,2859.916,19.16293651,18.7432656518508
2860.398,18.37877294,17.9736785770313,2860.398,19.17282293,18.7435672075944
2860.88,18.3660187,17.9738100373708,2860.88,19.18085067,18.7438688577211
2861.363,18.35253112,17.9739419613433,2861.363,19.16536716,18.7441712292677
2861.845,18.36459336,17.9740738039152,2861.845,19.16854969,18.7444730710877
2862.327,18.35348732,17.9742058392544,2862.327,19.16465952,18.7447750100162
2862.809,18.3520481,17.9743380685893,2862.809,19.18346174,18.7450770469586
2863.291,18.36394627,17.9744704931463,2863.291,19.17733714,18.7453791828182
2863.773,18.36813368,17.9746031141492,2863.773,19.17334901,18.7456814184974
2864.255,18.34921852,17.9747359328198,2864.255,19.1819052,18.7459837548969
2864.737,18.35820606,17.9748689503771,2864.737,19.16967671,18.7462861929158
2865.219,18.37160809,17.9750021680381,2865.219,19.18411743,18.7465887334521
2865.702,18.36768623,17.9751358640301,2865.702,19.17394678,18.7468920054023
2866.184,18.34745339,17.9752694859607,2866.184,19.19376873,18.7471947538783
2866.666,18.34322402,17.9754033116336,2866.666,19.18237429,18.7474976075582
2867.148,18.34434725,17.9755373422562,2867.148,19.18373982,18.7478005673339
2867.63,18.33715479,17.9756715790332,2867.63,19.18404937,18.7481036340959
2868.112,18.33821013,17.9758060231672,2868.112,19.17389634,18.7484068087332
2868.594,18.32264297,17.9759406758581,2868.594,19.17133302,18.7487100921332
2869.076,18.32627224,17.9760755383036,2869.076,19.19261908,18.749013485182
2869.559,18.32439349,17.9762108921542,2869.559,19.19684407,18.7493176185551
2870.041,18.30714183,17.9763461781334,2870.041,19.19676323,18.7496212337854
2870.523,18.32413938,17.9764816774478,2870.523,19.19346318,18.7499249613153
2871.005,18.29096275,17.9766173912853,2871.005,19.21009415,18.7502288020248
2871.487,18.28875957,17.9767533208313,2871.487,19.19293489,18.7505327567921
2871.969,18.29488294,17.9768894672687,2871.969,19.19060208,18.7508368264943
2872.451,18.28725251,17.977025831778,2872.451,19.19743481,18.7511410120068
2872.933,18.3176079,17.9771624155372,2872.933,19.19977059,18.7514453142034
2873.416,18.29972662,17.9772995037778,2873.416,19.20654727,18.7517503656555
2873.897,18.29251025,17.9774362455046,2873.897,19.20641276,18.7520542721366
2874.38,18.29622483,17.9775737790367,2874.38,19.18578229,18.7523595618072
2874.862,18.27359188,17.9777112519911,2874.862,19.18368789,18.7526643396981
2875.344,18.26193458,17.9778489500503,2875.344,19.17334983,18.7529692386209
2875.826,18.27005979,17.9779868743773,2875.826,19.17893011,18.7532742594403
2876.308,18.2666167,17.9781250261325,2876.308,19.17234547,18.7535794030191
2876.79,18.25891602,17.9782634064739,2876.79,19.15636466,18.7538846702188
2877.272,18.26413375,17.9784020165569,2877.272,19.17736017,18.7541900618993
2877.754,18.23645605,17.9785408575343,2877.754,19.17114767,18.7544955789187
2878.237,18.2416674,17.9786802193317,2878.237,19.18165041,18.75480185638
2878.719,18.25571351,17.9788195260314,2878.719,19.18187266,18.7551076269101
2879.201,18.23025545,17.9789590670712,2879.201,19.19295215,18.7554135253462
2879.683,18.23299117,17.9790988435937,2879.683,19.16861239,18.75571955254
2880.165,18.25486624,17.979238856739,2880.165,19.17907551,18.7560257093418
2880.647,18.23360836,17.9793791076447,2880.647,19.16817932,18.7563319966003
2881.129,18.23758999,17.9795195974455,2881.129,19.18675264,18.7566384151625
2881.611,18.23115012,17.9796603272739,2881.611,19.17175686,18.7569449658738
2882.094,18.2229046,17.9798015909819,2882.094,19.15528188,18.75725228599
2882.576,18.21468883,17.9799428047557,2882.576,19.17882032,18.7575591038077
2883.058,18.21041722,17.9800842619407,2883.058,19.15287989,18.7578660563026
2883.54,18.21045403,17.9802259636588,2883.54,19.16562344,18.7581731443138
2884.022,18.19219638,17.9803679110293,2884.022,19.16647123,18.7584803686782
2884.504,18.1900676,17.9805101051689,2884.504,19.16325331,18.7587877302317
2884.986,18.18865229,17.9806525471914,2884.986,19.17142762,18.759095229808
2885.468,18.18526883,17.9807952382084,2885.468,19.14857062,18.7594028682395
2885.95,18.18362169,17.9809381793285,2885.95,19.14590905,18.7597106463568
2886.433,18.17804617,17.9810816689993,2886.433,19.14420287,18.7600192039707
2886.915,18.18017515,17.9812251141659,2886.915,19.1474917,18.7603272642386
2887.397,18.16384343,17.9813688127483,2887.397,19.13163579,18.7606354666759
2887.879,18.18450061,17.9815127658443,2887.879,19.12795982,18.7609438121062
2888.361,18.14549541,17.9816569745496,2888.361,19.12421085,18.761252301352
2888.843,18.15893295,17.9818014399568,2888.843,19.14912011,18.7615609352336
2889.325,18.1542965,17.9819461631559,2889.325,19.12331409,18.7618697145699
2889.807,18.1517321,17.9820911452344,2889.807,19.12377283,18.7621786401781
2890.29,18.1399434,17.9822366888798,2890.29,19.10807144,18.7624883542567
2890.772,18.13448089,17.9823821925108,2890.772,19.12157396,18.7627975751608
2891.254,18.12830902,17.9825279582691,2891.254,19.14102529,18.7631069447796
2891.736,18.12358396,17.9826739872313,2891.736,19.118388,18.7634164639232
2892.218,18.11983482,17.9828202804712,2892.218,19.09371342,18.7637261334004
2892.7,18.13497106,17.9829668390597,2892.7,19.1047683,18.7640359540179
2893.182,18.13552356,17.9831136640653,2893.182,19.10624003,18.7643459265808
2893.664,18.11945274,17.9832607565535,2893.664,19.10493036,18.7646560518924
2894.146,18.12205278,17.983408117587,2894.146,19.12093119,18.7649663307544
2894.629,18.11582165,17.9835560547947,2894.629,19.10473396,18.7652774081798
2895.111,18.09355527,17.9837039566592,2895.111,19.10496061,18.7655879968631
2895.593,18.11831411,17.9838521302433,2895.593,19.10457819,18.7658987414926
2896.075,18.10669357,17.9840005765987,2896.075,19.08796234,18.7662096428631
2896.557,18.08287791,17.9841492967743,2896.557,19.09734803,18.7665207017674
2897.039,18.08531366,17.9842982918165,2897.039,19.10236841,18.7668319189964
2897.521,18.07770339,17.9844475627687,2897.521,19.10489472,18.7671432953396
2898.003,18.06277041,17.9845971106714,2898.003,19.08727362,18.7674548315844
2898.486,18.08292932,17.9847472476942,2898.486,19.08928229,18.7677671753582
2898.968,18.05974076,17.9848973531887,2898.968,19.0885675,18.7680790340973
2899.45,18.05678223,17.9850477387409,2899.45,19.04843354,18.7683910550915
2899.932,18.07656258,17.9851984053802,2899.932,19.07247435,18.768703239121
2900.414,18.05853455,17.9853493541332,2900.414,19.07548928,18.7690155869645
2900.896,18.04454555,17.9855005860237,2900.896,19.06542416,18.7693280993985
2901.378,18.05993074,17.9856521020724,2901.378,19.07119476,18.7696407771981
2901.86,18.05008445,17.9858039032975,2901.86,19.05172875,18.7699536211364
2902.343,18.04773338,17.9859563065464,2902.343,19.05002396,18.7702672815588
2902.824,18.0553396,17.9861083653346,2902.824,19.06116385,18.7705798105123
2903.307,18.04373692,17.9862613451967,2903.307,19.0562022,18.7708938077601
2903.789,18.04447413,17.9864142978517,2903.789,19.04723843,18.7712073242995
2904.271,18.04458393,17.9865675407325,2904.271,19.07073148,18.7715210108174
2904.753,18.02686737,17.98672107484,2904.753,19.03354575,18.7718348680757
2905.235,18.02486886,17.9868749011722,2905.235,19.05476066,18.7721488968349
2905.717,18.01941908,17.9870290207242,2905.717,19.02675391,18.7724630978533
2906.199,18.02532022,17.9871834344881,2906.199,19.07284418,18.7727774718875
2906.681,18.02637397,17.9873381434533,2906.681,19.03582366,18.7730920196922
2907.164,18.01803476,17.9874934705022,2907.164,19.0355958,18.7734073951531
2907.646,18.00083549,17.9876487734439,2907.646,19.02594314,18.77372229312
2908.128,17.98553505,17.9878043745392,2908.128,19.03972431,18.7740373671118
2908.61,17.99088978,17.987960274766,2908.61,19.03142794,18.7743526178758
2909.092,17.98347166,17.9881164750989,2909.092,19.02472219,18.7746680461574
2909.574,17.98089702,17.9882729765097,2909.574,19.01894915,18.7749836527
2910.056,17.96694452,17.9884297799672,2910.056,19.01211789,18.7752994382452
2910.538,17.97716323,17.9885868864373,2910.538,19.01256298,18.7756154035326
2911.021,17.94260603,17.9887446237773,2911.021,19.01554323,18.7759322053923
2911.503,17.93792817,17.9889023397922,2911.503,18.99316742,18.7762485327524
2911.985,17.94487568,17.9890603617016,2911.985,19.00274393,18.7765650420638
2912.467,17.94693574,17.9892186904597,2912.467,18.99243834,18.7768817340587
2912.949,17.95089839,17.9893773270174,2912.949,18.98192013,18.7771986094672
2913.431,17.94686883,17.9895362723229,2913.431,18.98576592,18.7775156690174
2913.913,17.93643652,17.9896955273212,2913.913,18.99372008,18.7778329134356
2914.395,17.92667616,17.9898550929546,2914.395,19.00410147,18.7781503434462
2914.877,17.95335032,17.9900149701621,2914.877,18.9493187,18.7784679597717
2915.36,17.91775066,17.9901754925493,2915.36,18.96799816,18.7787864226704
2915.842,17.91978901,17.9903359963617,2915.842,18.98612638,18.7791044141753
2916.324,17.92998481,17.9904968145496,2916.324,18.94183539,18.779422594152
2916.806,17.93040133,17.9906579480399,2916.806,18.96077792,18.7797409633154
2917.288,17.90848676,17.9908193977569,2917.288,18.95772016,18.7800595223779
2917.77,17.90762764,17.9909811646214,2917.77,18.94628051,18.7803782720504
2918.252,17.90133405,17.9911432495515,2918.252,18.94152475,18.7806972130416
2918.734,17.89787773,17.9913056534622,2918.734,18.93524167,18.7810163460583
2919.217,17.90648107,17.9914687151998,2919.217,18.93319716,18.7813363345077
2919.699,17.8805928,17.9916317604707,2919.699,18.93484514,18.78165585409
2920.181,17.89070529,17.9917951274507,2920.181,18.9194713,18.7819755678077
2920.663,17.88276745,17.9919588170425,2920.663,18.90971052,18.7822954763597
2921.145,17.87342275,17.9921228301457,2921.145,18.92708689,18.782615580443
2921.627,17.90060099,17.9922871676569,2921.627,18.90428303,18.7829358807524
2922.109,17.8903685,17.9924518304696,2922.109,18.92347238,18.7832563779808
2922.591,17.88331581,17.9926168194744,2922.591,18.91806649,18.7835770728192
2923.073,17.87795275,17.9927821355585,2923.073,18.91549951,18.7838979659562
2923.556,17.87796397,17.9929481236076,2923.556,18.90714503,18.7842197244525
2924.038,17.87322122,17.9931140971832,2924.038,18.90816213,18.7845410166608
2924.52,17.87810696,17.9932804004834,2924.52,18.88894812,18.7848625092238
2925.002,17.86328328,17.9934470343833,2925.002,18.8941129,18.7851842028223
2925.484,17.86501484,17.9936139997545,2925.484,18.90166402,18.7855060981353
2925.966,17.84375638,17.9937812974659,2925.966,18.86083301,18.7858281958393
2926.448,17.8542141,17.9939489283829,2926.448,18.87598826,18.7861504966092
2926.93,17.85104461,17.9941168933681,2926.93,18.85423076,18.7864730011176
2927.413,17.85556058,17.9942855427994,2927.413,18.850144,18.7867963797687
2927.895,17.83678161,17.9944541791932,2927.895,18.85803387,18.7871192941902
2928.377,17.84411198,17.9946231522254,2928.377,18.84082636,18.7874424143573
2928.859,17.82755835,17.9947924627459,2928.859,18.85084158,18.7877657409346
2929.341,17.82210144,17.9949621116013,2929.341,18.83718677,18.7880892745845
2929.823,17.81518788,17.9951320996353,2929.823,18.84113747,18.7884130159672
2930.305,17.80662566,17.9953024276882,2930.305,18.8398026,18.7887369657412
2930.787,17.82649289,17.9954730965973,2930.787,18.83428528,18.7890611245625
2931.27,17.83483241,17.995644462346,2931.27,18.82653253,18.7893861662676
2931.751,17.81495463,17.9958154603167,2931.751,18.81954849,18.7897100719619
2932.234,17.80241871,17.9959875133597,2932.234,18.80439834,18.7900355358997
2932.716,17.81282477,17.9961595547166,2932.716,18.78839401,18.790360537871
2933.198,17.78958912,17.9963319410696,2933.198,18.81021773,18.7906857521409
2933.68,17.8143361,17.9965046732368,2933.68,18.80242996,18.7910111793531
2934.162,17.78685635,17.9966777520329,2934.162,18.80322728,18.7913368201491
2934.644,17.79271402,17.9968511782697,2934.644,18.79372366,18.7916626751685
2935.126,17.8001965,17.9970249527556,2935.126,18.80076211,18.7919887450486
2935.608,17.78682046,17.9971990762957,2935.608,18.78133464,18.7923150304247
2936.091,17.80670209,17.9973739120343,2936.091,18.75593311,18.792642209544
2936.573,17.78442523,17.9975487368139,2936.573,18.76518011,18.7929689282598
2937.055,17.76615433,17.9977239130456,2937.055,18.75505429,18.7932958643659
2937.537,17.79733711,17.9978994415216,2937.537,18.74722152,18.7936230184892
2938.019,17.78785505,17.998075323031,2938.019,18.7640771,18.7939503912542
2938.501,17.76735151,17.9982515583594,2938.501,18.73775153,18.7942779832835
2938.983,17.76322431,17.9984281482894,2938.983,18.75189417,18.7946057951975
2939.465,17.7878502,17.9986050936001,2939.465,18.73710101,18.7949338276143
2939.948,17.78666494,17.9987827632837,2939.948,18.74710409,18.7952627624042
2940.43,17.80209159,17.9989604224219,2940.43,18.73122559,18.7955912381334
2940.912,17.76879846,17.9991384392604,2940.912,18.72329373,18.7959199362085
2941.394,17.77623601,17.9993168145654,2941.394,18.72677793,18.796248857239
2941.876,17.78823454,17.9994955490997,2941.876,18.71975421,18.7965780018325
2942.358,17.77050652,17.9996746436228,2942.358,18.71660331,18.7969073705941
2942.84,17.77287872,17.9998540988909,2942.84,18.71561168,18.7972369641269
2943.322,17.75869194,18.000033915657,2943.322,18.7317702,18.7975667830319
2943.804,17.77555243,18.0002140946707,2943.804,18.70040065,18.7978968279078
2944.287,17.75009706,18.0003950116246,2944.287,18.70644467,18.7982277847976
2944.769,17.76701105,18.0005759181245,2944.769,18.68344215,18.7985582838747
2945.251,17.77552434,18.0007571891024,2945.251,18.70874191,18.798889010707
2945.733,17.74042218,18.0009388252946,2945.733,18.68287224,18.7992199658846
2946.215,17.75476397,18.0011208274343,2946.215,18.69598157,18.7995511499951
2946.697,17.73636536,18.001303196251,2946.697,18.68843075,18.7998825636242
2947.179,17.74482196,18.001485932471,2947.179,18.69518197,18.8002142073552
2947.661,17.724677,18.0016690368173,2947.661,18.69488356,18.8005460817694
2948.144,17.74992007,18.0018528910433,2948.144,18.68511662,18.8008788767023
2948.626,17.73384192,18.0020367345652,2948.626,18.67316812,18.8012112146988
